Activity Period,Operating Airline,Operating Airline IATA Code,Published Airline,Published Airline IATA Code,GEO Summary,GEO Region,Activity Type Code,Price Category Code,Terminal,Boarding Area,Passenger Count
201611,Virgin America,VX,Virgin America,VX,International,Mexico,Deplaned,Low Fare,International,A,3772
201808,United Airlines,UA,United Airlines,UA,International,Mexico,Enplaned,Other,International,G,4312
201307,SkyWest Airlines,OO,United Airlines,UA,International,Canada,Enplaned,Other,Terminal 3,F,7564
200802,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Thru / Transit,Other,International,G,125
200910,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,International,Canada,Deplaned,Other,International,G,2159
201404,SkyWest Airlines,OO,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,F,47360
201808,British Airways,BA,British Airways,BA,International,Europe,Deplaned,Other,International,A,20590
201907,Hong Kong Airlines Limited,HX,Hong Kong Airlines Limited,HX,International,Asia,Deplaned,Other,International,A,5624
201109,American Airlines,AA,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 2,D,132304
200705,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Enplaned,Other,International,A,9231
200904,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Deplaned,Other,Terminal 1,C,7136
202001,Air India Limited,AI,Air India Limited,AI,International,Asia,Deplaned,Other,International,G,9348
201203,Emirates,EK,Emirates,EK,International,Middle East,Enplaned,Other,International,A,8712
200708,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,F,406143
201003,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Deplaned,Other,International,G,56725
200704,US Airways,US,US Airways,US,Domestic,US,Enplaned,Other,Terminal 1,B,28572
200809,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Enplaned,Other,International,A,10075
201002,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Other,International,G,12035
200903,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Canada,Enplaned,Other,Terminal 3,F,12769
200601,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Other,International,G,12688
201305,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Deplaned,Other,International,A,11274
201407,Air France,AF,Air France,AF,International,Europe,Enplaned,Other,International,A,18653
200704,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Thru / Transit,Other,International,G,851
201511,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Other,International,A,50246
201909,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Deplaned,Low Fare,International,A,440
202002,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,E,215369
200807,American Airlines,AA,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 3,E,157154
200809,American Airlines,AA,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 3,E,139336
201612,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Other,International,G,16807
201303,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Deplaned,Other,International,G,17389
200601,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Deplaned,Other,International,G,15751
200512,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,54864
201110,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,22778
201711,Swiss International,LX,Swiss International,LX,International,Europe,Enplaned,Other,International,G,7355
201001,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Enplaned,Other,International,G,6929
201109,Aeromexico,AM,Aeromexico,AM,International,Mexico,Enplaned,Other,International,A,3287
201809,Hong Kong Airlines Limited,HX,Hong Kong Airlines Limited,HX,International,Asia,Enplaned,Other,International,A,4131
202007,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Deplaned,Other,International,G,765
202008,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Other,Terminal 2,D,17315
201908,Hong Kong Airlines Limited,HX,Hong Kong Airlines Limited,HX,International,Asia,Enplaned,Other,International,A,4501
202101,United Airlines,UA,United Airlines,UA,International,Australia / Oceania,Deplaned,Other,International,G,2987
201909,Air China,CA,Air China,CA,International,Asia,Enplaned,Other,International,G,10933
201207,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,F,127688
201203,Servisair,,Servisair,,Domestic,US,Deplaned,Low Fare,International,A,51
200811,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 1,B,49228
201802,United Airlines,UA,United Airlines,UA,International,Canada,Deplaned,Other,International,G,108
200909,British Airways,BA,British Airways,BA,International,Europe,Deplaned,Other,International,A,19325
201405,SkyWest Airlines,OO,United Airlines,UA,International,Canada,Enplaned,Other,Terminal 3,F,10413
201508,Air Canada,AC,Air Canada,AC,International,Canada,Enplaned,Other,International,A,19606
200609,Midwest Airlines,YX,Midwest Airlines,YX,Domestic,US,Deplaned,Other,Terminal 3,E,5852
201006,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Deplaned,Other,International,A,11066
201807,Hong Kong Airlines Limited,HX,Hong Kong Airlines Limited,HX,International,Asia,Enplaned,Other,International,A,5001
200810,American Airlines,AA,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 3,E,147963
201808,United Airlines,UA,United Airlines,UA,International,Canada,Enplaned,Other,Terminal 3,E,15107
200804,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Low Fare,Terminal 3,F,46870
201805,Air Canada,AC,Air Canada,AC,International,Canada,Deplaned,Other,International,G,38517
200602,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Thru / Transit,Other,International,A,5023
200707,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Deplaned,Other,International,G,8353
201707,Air Canada,AC,Air Canada,AC,International,Canada,Deplaned,Other,International,G,57714
200809,Northwest Airlines (became Delta),NW,Northwest Airlines (became Delta),NW,Domestic,US,Deplaned,Other,Terminal 1,C,49239
201606,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Enplaned,Other,International,G,7853
201903,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Enplaned,Other,International,G,7105
201202,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,80894
201602,American Airlines,AA,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 1,C,53953
201009,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Deplaned,Other,International,A,6870
201608,SkyWest Airlines,OO,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,F,160972
202002,"TACA International Airlines, S.A.",TA,"TACA International Airlines, S.A.",TA,International,Central America,Deplaned,Other,International,A,6749
202012,China Airlines,CI,China Airlines,CI,International,Asia,Deplaned,Other,International,A,386
201711,SkyWest Airlines,OO,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,F,121789
201001,Horizon Air,QX,Alaska Airlines,AS,Domestic,US,Enplaned,Other,Terminal 1,B,7757
201708,SkyWest Airlines,OO,Alaska Airlines,AS,Domestic,US,Deplaned,Other,Terminal 2,D,6838
200512,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Australia / Oceania,Thru / Transit,Other,International,G,1024
200803,Air France,AF,Air France,AF,International,Europe,Deplaned,Other,International,A,7697
201912,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,E,41
201905,SkyWest Airlines,OO,Alaska Airlines,AS,Domestic,US,Enplaned,Other,Terminal 2,D,20466
201608,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Deplaned,Other,International,A,8934
201809,WestJet Airlines,WS,WestJet Airlines,WS,International,Canada,Enplaned,Other,International,A,8988
201508,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Other,International,A,67853
201908,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,International,G,8568
201404,Air France,AF,Air France,AF,International,Europe,Deplaned,Other,International,A,13214
200605,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Deplaned,Other,Terminal 1,C,7145
201406,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Deplaned,Other,International,A,10698
201410,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,F,364006
201911,British Airways,BA,British Airways,BA,International,Europe,Deplaned,Other,International,A,14561
201607,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Deplaned,Other,International,A,7258
201803,Emirates,EK,Emirates,EK,International,Middle East,Enplaned,Other,International,A,12620
201208,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,E,22445
200610,"TACA International Airlines, S.A.",TA,"TACA International Airlines, S.A.",TA,International,Central America,Deplaned,Other,International,A,3136
201012,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Deplaned,Other,International,G,7387
201301,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Deplaned,Other,International,A,5558
202012,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,F,61
201407,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Other,Terminal 1,B,48924
200905,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Enplaned,Other,International,A,9742
201306,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Other,International,G,14320
200701,American Eagle Airlines,MQ,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 3,E,3042
201512,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Enplaned,Low Fare,Terminal 1,B,35735
201607,British Airways,BA,British Airways,BA,International,Europe,Deplaned,Other,International,A,21223
201404,United Airlines,UA,United Airlines,UA,International,Australia / Oceania,Deplaned,Other,International,G,7591
201706,China Airlines,CI,China Airlines,CI,International,Asia,Enplaned,Other,International,A,11671
201504,SkyWest Airlines,OO,United Airlines,UA,International,Canada,Deplaned,Other,Terminal 3,F,11070
201009,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,International,G,3832
201608,Volaris Airlines,Y4,Volaris Airlines,Y4,International,Mexico,Deplaned,Low Fare,International,A,8823
200611,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Deplaned,Other,International,A,7660
202007,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,International,G,8818
201802,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Deplaned,Other,International,G,5900
201907,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Deplaned,Other,International,A,13576
200704,China Airlines,CI,China Airlines,CI,International,Asia,Enplaned,Other,International,A,9691
200710,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Deplaned,Other,International,G,7552
201103,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,108745
201105,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Deplaned,Other,International,A,21361
200808,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Thru / Transit,Other,International,A,950
201603,China Airlines,CI,China Airlines,CI,International,Asia,Deplaned,Other,International,A,9534
200709,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Other,International,G,12167
200508,Air France,AF,Air France,AF,International,Europe,Deplaned,Other,International,A,11230
200912,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,F,363333
202007,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Deplaned,Other,International,G,686
201912,Compass Airlines,CP,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 2,D,260
201502,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,F,127
201206,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Thru / Transit,Low Fare,Terminal 1,B,157
201810,British Airways,BA,British Airways,BA,International,Europe,Deplaned,Other,International,A,21038
201107,Aeromexico,AM,Aeromexico,AM,International,Mexico,Enplaned,Other,International,A,4962
200805,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,International,G,822
200606,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Enplaned,Other,International,G,19058
200510,American Airlines,AA,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 3,E,138552
201307,China Eastern,MU,China Eastern,MU,International,Asia,Enplaned,Other,International,A,5299
202003,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Enplaned,Other,International,A,5057
200705,AirTran Airways,FL,AirTran Airways,FL,Domestic,US,Deplaned,Low Fare,Terminal 1,B,8127
201811,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Enplaned,Low Fare,International,A,59318
200805,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Deplaned,Other,International,A,13333
201612,Air Canada,AC,Air Canada,AC,International,Canada,Deplaned,Other,International,G,30293
201308,SkyWest Airlines,OO,United Airlines,UA,International,Canada,Deplaned,Other,International,G,2827
200601,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Thru / Transit,Other,International,A,2265
201406,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Deplaned,Low Fare,International,A,45805
200909,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Enplaned,Low Fare,Terminal 1,C,13552
201507,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Other,International,A,61088
200701,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Enplaned,Other,International,G,65750
200704,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Deplaned,Other,International,G,8547
201806,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Deplaned,Other,International,G,20289
201506,Swiss International,LX,Swiss International,LX,International,Europe,Enplaned,Other,International,G,6380
200511,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Deplaned,Low Fare,Terminal 1,B,3868
201809,WOW Air,WW,WOW Air,WW,International,Europe,Enplaned,Other,International,G,32
201106,"TACA International Airlines, S.A.",TA,"TACA International Airlines, S.A.",TA,International,Central America,Enplaned,Other,International,A,5944
201302,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Enplaned,Other,International,A,6739
200609,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,International,Canada,Enplaned,Other,Terminal 3,F,6181
201510,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Deplaned,Other,International,A,8694
201701,Aer Lingus,EI,Aer Lingus,EI,International,Europe,Deplaned,Other,International,G,4502
201104,Delta Air Lines,DL,Delta Air Lines,DL,International,Asia,Enplaned,Other,International,A,3438
200805,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Enplaned,Other,International,G,6198
200804,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Enplaned,Low Fare,Terminal 1,C,15204
201204,AirTran Airways,FL,AirTran Airways,FL,Domestic,US,Deplaned,Low Fare,Terminal 1,B,14844
201704,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Enplaned,Other,International,A,13107
200802,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Other,International,A,3485
201012,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,International,Canada,Enplaned,Other,Terminal 3,F,11191
201104,Swiss International,LX,Swiss International,LX,International,Europe,Enplaned,Other,International,G,6000
201912,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Deplaned,Other,International,A,9722
201707,"TACA International Airlines, S.A.",TA,"TACA International Airlines, S.A.",TA,International,Central America,Deplaned,Other,International,A,6273
201310,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Enplaned,Other,International,A,8466
201202,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Thru / Transit,Other,International,G,189
200711,AirTran Airways,FL,AirTran Airways,FL,Domestic,US,Enplaned,Low Fare,Terminal 1,B,7791
201502,British Airways,BA,British Airways,BA,International,Europe,Enplaned,Other,International,A,14372
201508,WestJet Airlines,WS,WestJet Airlines,WS,International,Canada,Enplaned,Other,International,A,8108
201705,Compass Airlines,CP,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,8011
200608,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 1,B,65297
201811,SkyWest Airlines,OO,Alaska Airlines,AS,Domestic,US,Enplaned,Other,International,A,724
201403,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Other,Terminal 1,B,37219
201508,US Airways,US,US Airways,US,Domestic,US,Deplaned,Other,Terminal 1,C,84588
201702,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Enplaned,Low Fare,International,A,60606
201908,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Deplaned,Other,International,G,16514
200604,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Deplaned,Other,International,G,6172
200603,Horizon Air,QX,Alaska Airlines,AS,Domestic,US,Deplaned,Other,Terminal 1,B,4709
201608,United Airlines,UA,United Airlines,UA,International,Canada,Deplaned,Other,Terminal 3,F,11166
201212,Virgin America,VX,Virgin America,VX,International,Mexico,Enplaned,Low Fare,Terminal 2,D,9168
201207,WestJet Airlines,WS,WestJet Airlines,WS,International,Canada,Enplaned,Other,International,A,8251
200907,WestJet Airlines,WS,WestJet Airlines,WS,International,Canada,Enplaned,Other,International,A,1586
201705,Cathay Pacific,CX,Cathay Pacific,CX,International,Asia,Deplaned,Other,International,A,20190
201109,Air China,CA,Air China,CA,International,Asia,Deplaned,Other,International,G,7151
201510,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Deplaned,Low Fare,International,A,7273
201206,EVA Airways,BR,EVA Airways,BR,International,Asia,Deplaned,Other,International,G,13595
200811,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,60788
201805,Finnair,AY,Finnair,AY,International,Europe,Enplaned,Other,International,A,2641
201810,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Deplaned,Other,International,A,6545
201007,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Asia,Thru / Transit,Other,International,G,3060
202003,Norwegian Air UK Ltd,DI,Norwegian Air UK Ltd,DI,International,Europe,Deplaned,Other,International,A,2377
201105,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Thru / Transit,Other,Terminal 3,F,6085
200512,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Deplaned,Low Fare,Terminal 1,B,4318
201111,Air Canada,AC,Air Canada,AC,International,Canada,Deplaned,Other,International,A,6835
201007,Air Berlin,AB,Air Berlin,AB,International,Europe,Deplaned,Other,International,G,2620
200702,Air Canada,AC,Air Canada,AC,International,Canada,Deplaned,Other,Terminal 3,E,19860
200903,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Deplaned,Other,International,A,5328
201805,French Bee,BF,French Bee,BF,International,Australia / Oceania,Thru / Transit,Other,International,G,776
201603,China Eastern,MU,China Eastern,MU,International,Asia,Enplaned,Other,International,A,6135
200706,Spirit Airlines,NK,Spirit Airlines,NK,Domestic,US,Deplaned,Low Fare,International,A,3888
200910,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Mexico,Enplaned,Other,International,G,3252
201506,United Airlines,UA,United Airlines,UA,International,Mexico,Thru / Transit,Other,International,G,6
201601,Turkish Airlines,TK,Turkish Airlines,TK,International,Europe,Enplaned,Other,International,G,8067
200811,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,International,Canada,Deplaned,Other,Terminal 3,F,8479
201604,Air India Limited,AI,Air India Limited,AI,International,Asia,Enplaned,Other,International,G,1839
201007,EVA Airways,BR,EVA Airways,BR,International,Asia,Enplaned,Other,International,G,12276
201811,Hawaiian Airlines,HA,Hawaiian Airlines,HA,Domestic,US,Deplaned,Other,International,A,15339
201201,China Airlines,CI,China Airlines,CI,International,Asia,Deplaned,Other,International,A,10789
201608,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Enplaned,Other,International,A,6167
200508,BelAir Airlines,4T,BelAir Airlines,4T,International,Europe,Deplaned,Other,International,A,353
202010,Turkish Airlines,TK,Turkish Airlines,TK,International,Europe,Enplaned,Other,International,G,3696
201509,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Enplaned,Low Fare,Terminal 1,B,148196
201201,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Enplaned,Low Fare,International,A,38921
202001,ABC Aerolineas S.A. de C.V. dba Interjet,4O,ABC Aerolineas S.A. de C.V. dba Interjet,4O,International,Mexico,Enplaned,Other,International,A,3923
201805,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Enplaned,Other,International,A,8000
200508,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Deplaned,Other,International,A,9296
200604,American Eagle Airlines,MQ,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 3,E,4155
201408,Air France,AF,Air France,AF,International,Europe,Enplaned,Other,International,A,20892
200710,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Enplaned,Other,International,A,9825
201004,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 1,B,57500
201903,ABC Aerolineas S.A. de C.V. dba Interjet,4O,ABC Aerolineas S.A. de C.V. dba Interjet,4O,International,Mexico,Enplaned,Other,International,A,5522
201301,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Enplaned,Other,International,G,6707
201802,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Deplaned,Low Fare,Terminal 1,B,132332
201506,Air Canada,AC,Air Canada,AC,International,Canada,Enplaned,Other,International,G,28538
200702,British Airways,BA,British Airways,BA,International,Europe,Enplaned,Other,International,A,12205
201706,United Airlines,UA,United Airlines,UA,International,Mexico,Deplaned,Other,International,G,28740
200707,British Airways,BA,British Airways,BA,International,Europe,Deplaned,Other,International,A,20264
200810,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Deplaned,Other,International,A,4465
201107,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Thru / Transit,Other,Terminal 3,F,6908
200801,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Thru / Transit,Other,International,A,1682
201410,Virgin Atlantic,VS,Virgin Atlantic,VS,International,Europe,Deplaned,Other,International,A,10597
200807,American Airlines,AA,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 3,E,150364
201411,Air France,AF,Air France,AF,International,Europe,Enplaned,Other,International,A,8279
200905,US Airways,US,US Airways,US,Domestic,US,Enplaned,Other,Terminal 1,B,76849
201708,Turkish Airlines,TK,Turkish Airlines,TK,International,Europe,Deplaned,Other,International,G,10318
201612,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Deplaned,Other,International,A,8293
201109,Virgin America,VX,Virgin America,VX,Domestic,US,Deplaned,Low Fare,Terminal 2,D,129293
201802,Frontier Airlines,F9,Frontier Airlines,F9,Domestic,US,Deplaned,Low Fare,Terminal 1,B,17199
201311,Virgin America,VX,Virgin America,VX,International,Mexico,Deplaned,Low Fare,International,A,4126
201302,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,International,Canada,Deplaned,Other,International,G,14
201008,Virgin America,VX,Virgin America,VX,Domestic,US,Deplaned,Low Fare,International,A,105770
201111,Delta Air Lines,DL,Delta Air Lines,DL,International,Asia,Deplaned,Other,International,A,3304
201204,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,F,348591
202008,Turkish Airlines,TK,Turkish Airlines,TK,International,Europe,Deplaned,Other,International,G,3272
200902,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Deplaned,Other,Terminal 1,B,32125
201103,American Airlines,AA,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 3,E,126797
201303,Air Canada,AC,Air Canada,AC,International,Canada,Deplaned,Other,International,G,7994
201306,LAN Peru,LP,LAN Peru,LP,International,South America,Deplaned,Other,International,A,2673
200609,US Airways,US,US Airways,US,Domestic,US,Enplaned,Low Fare,Terminal 1,B,33828
201111,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Deplaned,Other,International,G,6371
201505,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Enplaned,Low Fare,International,A,61200
200601,ATA Airlines,TZ,ATA Airlines,TZ,Domestic,US,Deplaned,Low Fare,Terminal 1,B,13010
200611,Air France,AF,Air France,AF,International,Europe,Enplaned,Other,International,A,6833
200912,Singapore Airlines,SQ,Singapore Airlines,SQ,International,Asia,Enplaned,Other,International,G,14858
201808,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,69
200609,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,F,95045
201407,Lufthansa German Airlines,LH,Lufthansa German Airlines,LH,International,Europe,Deplaned,Other,International,G,25845
200711,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Other,International,A,3763
201412,Air France,AF,Air France,AF,International,Europe,Deplaned,Other,International,A,8587
201908,Emirates,EK,Emirates,EK,International,Middle East,Deplaned,Other,International,A,14607
201802,Aeromexico,AM,Aeromexico,AM,International,Mexico,Enplaned,Other,International,A,10443
201006,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Enplaned,Other,Terminal 1,B,8022
201901,American Airlines,AA,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 1,C,33768
201509,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Deplaned,Low Fare,International,A,57635
200507,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,International,Europe,Deplaned,Other,International,G,30796
201701,Delta Air Lines,DL,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,100016
201802,United Airlines,UA,United Airlines,UA,International,Canada,Enplaned,Other,Terminal 3,F,9311
200806,Northwest Airlines (became Delta),NW,Northwest Airlines (became Delta),NW,Domestic,US,Enplaned,Other,Terminal 1,C,64943
201611,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,E,19
201512,Emirates,EK,Emirates,EK,International,Middle East,Deplaned,Other,International,A,12382
200904,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,E,19749
201804,"COPA Airlines, Inc.",CM,"COPA Airlines, Inc.",CM,International,Central America,Enplaned,Other,International,G,8621
201509,Southwest Airlines,WN,Southwest Airlines,WN,Domestic,US,Thru / Transit,Low Fare,Terminal 1,B,14
201301,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,F,209609
200711,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Enplaned,Other,International,A,8104
